"REF_DATE","GEO","DGUID","Type of employee","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2002-06","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13529122","","","","0"
"2002-07","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13298437","","","","0"
"2002-08","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13222792","","","","0"
"2002-09","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13367936","","","","0"
"2002-10","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13392394","","","","0"
"2002-11","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13352590","","","","0"
"2002-12","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13380652","","","","0"
"2003-01","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13029151","","","","0"
"2003-02","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13100243","","","","0"
"2003-03","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13185908","","","","0"
"2003-04","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13262165","","","","0"
"2003-05","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13557717","","","","0"
"2003-06","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13829417","","","","0"
"2003-07","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13539946","","","","0"
"2003-08","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13360600","","","","0"
"2003-09","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13530691","","","","0"
"2003-10","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13608061","","","","0"
"2003-11","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13527577","","","","0"
"2003-12","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13581329","","","","0"
"2004-01","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13219742","","","","0"
"2004-02","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13232372","","","","0"
"2004-03","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13321997","","","","0"
"2004-04","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13479488","","","","0"
"2004-05","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13759495","","","","0"
"2004-06","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14034389","","","","0"
"2004-07","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13809266","","","","0"
"2004-08","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13550126","","","","0"
"2004-09","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13831905","","","","0"
"2004-10","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13852805","","","","0"
"2004-11","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13784528","","","","0"
"2004-12","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13910623","","","","0"
"2005-01","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13470980","","","","0"
"2005-02","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13558723","","","","0"
"2005-03","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13598379","","","","0"
"2005-04","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13752967","","","","0"
"2005-05","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14004433","","","","0"
"2005-06","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14314875","","","","0"
"2005-07","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14031712","","","","0"
"2005-08","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13868055","","","","0"
"2005-09","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14132023","","","","0"
"2005-10","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14133584","","","","0"
"2005-11","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14119844","","","","0"
"2005-12","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14211595","","","","0"
"2006-01","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13851744","","","","0"
"2006-02","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13943672","","","","0"
"2006-03","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","13993898","","","","0"
"2006-04","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14110252","","","","0"
"2006-05","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14410025","","","","0"
"2006-06","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14694045","","","","0"
"2006-07","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14365711","","","","0"
"2006-08","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14195666","","","","0"
"2006-09","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14474534","","","","0"
"2006-10","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14436141","","","","0"
"2006-11","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14528291","","","","0"
"2006-12","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14587582","","","","0"
"2007-01","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14213220","","","","0"
"2007-02","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14266974","","","","0"
"2007-03","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14290422","","","","0"
"2007-04","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14398887","","","","0"
"2007-05","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14693301","","","","0"
"2007-06","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14960029","","","","0"
"2007-07","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14672595","","","","0"
"2007-08","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14526636","","","","0"
"2007-09","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14762742","","","","0"
"2007-10","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14844986","","","","0"
"2007-11","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14804365","","","","0"
"2007-12","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14834678","","","","0"
"2008-01","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14516666","","","","0"
"2008-02","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14546644","","","","0"
"2008-03","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14591465","","","","0"
"2008-04","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14708853","","","","0"
"2008-05","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15003667","","","","0"
"2008-06","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15243037","","","","0"
"2008-07","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14961684","","","","0"
"2008-08","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14805423","","","","0"
"2008-09","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15052322","","","","0"
"2008-10","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15101219","","","","0"
"2008-11","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14968823","","","","0"
"2008-12","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14972445","","","","0"
"2009-01","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14459425","A","","","0"
"2009-02","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14442760","A","","","0"
"2009-03","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14395296","A","","","0"
"2009-04","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14454161","A","","","0"
"2009-05","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14684073","A","","","0"
"2009-06","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14880438","A","","","0"
"2009-07","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14654909","A","","","0"
"2009-08","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14384599","A","","","0"
"2009-09","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14699278","A","","","0"
"2009-10","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14762252","A","","","0"
"2009-11","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14684569","A","","","0"
"2009-12","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14758180","A","","","0"
"2010-01","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14311612","A","","","0"
"2010-02","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14360081","A","","","0"
"2010-03","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14410902","A","","","0"
"2010-04","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14549731","A","","","0"
"2010-05","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14783230","A","","","0"
"2010-06","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15045619","A","","","0"
"2010-07","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14861075","A","","","0"
"2010-08","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14639907","A","","","0"
"2010-09","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14967490","A","","","0"
"2010-10","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15010819","A","","","0"
"2010-11","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14953556","A","","","0"
"2010-12","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15072387","A","","","0"
"2011-01","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14577610","A","","","0"
"2011-02","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14631158","A","","","0"
"2011-03","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14688209","A","","","0"
"2011-04","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14807711","A","","","0"
"2011-05","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15014466","A","","","0"
"2011-06","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15323337","A","","","0"
"2011-07","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15094806","A","","","0"
"2011-08","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14904312","A","","","0"
"2011-09","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15235056","A","","","0"
"2011-10","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15231974","A","","","0"
"2011-11","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15221689","A","","","0"
"2011-12","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15279197","A","","","0"
"2012-01","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14782578","A","","","0"
"2012-02","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14813078","A","","","0"
"2012-03","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","14896138","A","","","0"
"2012-04","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15027983","A","","","0"
"2012-05","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15355529","A","","","0"
"2012-06","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15609568","A","","","0"
"2012-07","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15370556","A","","","0"
"2012-08","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15236066","A","","","0"
"2012-09","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15481594","A","","","0"
"2012-10","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15482956","A","","","0"
"2012-11","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15483695","A","","","0"
"2012-12","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15483798","A","","","0"
"2013-01","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15024938","A","","","0"
"2013-02","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15082210","A","","","0"
"2013-03","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15147425","A","","","0"
"2013-04","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15244152","A","","","0"
"2013-05","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15500863","A","","","0"
"2013-06","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15682915","A","","","0"
"2013-07","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15504689","A","","","0"
"2013-08","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15418089","A","","","0"
"2013-09","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15652318","A","","","0"
"2013-10","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15707409","A","","","0"
"2013-11","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15656540","A","","","0"
"2013-12","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15674479","A","","","0"
"2014-01","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15216316","A","","","0"
"2014-02","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15225554","A","","","0"
"2014-03","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15278617","A","","","0"
"2014-04","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15360351","A","","","0"
"2014-05","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15708760","A","","","0"
"2014-06","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15934734","A","","","0"
"2014-07","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15730022","A","","","0"
"2014-08","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15598956","A","","","0"
"2014-09","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15858365","A","","","0"
"2014-10","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15914197","A","","","0"
"2014-11","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15811987","A","","","0"
"2014-12","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15864946","A","","","0"
"2015-01","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15439166","A","","","0"
"2015-02","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15449144","A","","","0"
"2015-03","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15465493","A","","","0"
"2015-04","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15600824","A","","","0"
"2015-05","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15907421","A","","","0"
"2015-06","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","16104063","A","","","0"
"2015-07","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15901712","A","","","0"
"2015-08","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15682114","A","","","0"
"2015-09","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15989575","A","","","0"
"2015-10","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","16074930","A","","","0"
"2015-11","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15981604","A","","","0"
"2015-12","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","16064959","A","","","0"
"2016-01","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15563975","A","","","0"
"2016-02","Canada","2021A000011124","All employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v1556538","1.1.1","15562483","A","","","0"
