"REF_DATE","GEO","DGUID","Type of employees","Overtime","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2005-11","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","743.97","","","","2"
"2005-12","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","744.79","","","","2"
"2006-01","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","745.82","","","","2"
"2006-02","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","750.70","","","","2"
"2006-03","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","750.36","","","","2"
"2006-04","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","750.45","","","","2"
"2006-05","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","750.24","","","","2"
"2006-06","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","753.64","","","","2"
"2006-07","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","750.93","","","","2"
"2006-08","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","754.13","","","","2"
"2006-09","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","757.03","","","","2"
"2006-10","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","761.47","","","","2"
"2006-11","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","760.23","","","","2"
"2006-12","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","773.37","","","","2"
"2007-01","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","773.48","","","","2"
"2007-02","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","776.35","","","","2"
"2007-03","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","783.86","","","","2"
"2007-04","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","781.51","","","","2"
"2007-05","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","784.67","","","","2"
"2007-06","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","792.61","","","","2"
"2007-07","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","788.01","","","","2"
"2007-08","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","783.93","","","","2"
"2007-09","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","790.72","","","","2"
"2007-10","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","793.40","","","","2"
"2007-11","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","799.00","","","","2"
"2007-12","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","799.31","","","","2"
"2008-01","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","797.25","","","","2"
"2008-02","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","809.21","","","","2"
"2008-03","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","808.00","","","","2"
"2008-04","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","810.02","","","","2"
"2008-05","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","806.48","","","","2"
"2008-06","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","811.50","","","","2"
"2008-07","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","807.06","","","","2"
"2008-08","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","805.68","","","","2"
"2008-09","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","812.96","","","","2"
"2008-10","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","817.71","","","","2"
"2008-11","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","818.48","","","","2"
"2008-12","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","814.29","","","","2"
"2009-01","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","814.97","A","","","2"
"2009-02","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","824.52","A","","","2"
"2009-03","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","824.22","A","","","2"
"2009-04","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","817.52","A","","","2"
"2009-05","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","815.60","A","","","2"
"2009-06","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","822.85","A","","","2"
"2009-07","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","818.31","A","","","2"
"2009-08","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","816.10","A","","","2"
"2009-09","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","825.91","A","","","2"
"2009-10","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","825.35","A","","","2"
"2009-11","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","828.37","A","","","2"
"2009-12","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","834.26","A","","","2"
"2010-01","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","833.32","A","","","2"
"2010-02","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","847.91","A","","","2"
"2010-03","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","845.97","A","","","2"
"2010-04","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","845.23","A","","","2"
"2010-05","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","844.54","A","","","2"
"2010-06","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","851.62","A","","","2"
"2010-07","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","849.43","A","","","2"
"2010-08","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","853.05","A","","","2"
"2010-09","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","862.61","A","","","2"
"2010-10","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","860.25","A","","","2"
"2010-11","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","864.27","A","","","2"
"2010-12","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","868.34","A","","","2"
"2011-01","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","871.39","A","","","2"
"2011-02","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","877.66","A","","","2"
"2011-03","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","873.84","A","","","2"
"2011-04","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","869.53","A","","","2"
"2011-05","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","869.25","A","","","2"
"2011-06","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","871.34","A","","","2"
"2011-07","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","864.97","A","","","2"
"2011-08","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","867.86","A","","","2"
"2011-09","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","869.73","A","","","2"
"2011-10","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","882.06","A","","","2"
"2011-11","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","880.57","A","","","2"
"2011-12","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","884.11","A","","","2"
"2012-01","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","883.45","A","","","2"
"2012-02","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","887.75","A","","","2"
"2012-03","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","890.16","A","","","2"
"2012-04","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","888.98","A","","","2"
"2012-05","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","887.91","A","","","2"
"2012-06","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","894.85","A","","","2"
"2012-07","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","897.21","A","","","2"
"2012-08","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","899.49","A","","","2"
"2012-09","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","898.58","A","","","2"
"2012-10","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","903.17","A","","","2"
"2012-11","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","903.68","A","","","2"
"2012-12","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","907.91","A","","","2"
"2013-01","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","898.58","A","","","2"
"2013-02","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","911.91","A","","","2"
"2013-03","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","905.00","A","","","2"
"2013-04","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","905.45","A","","","2"
"2013-05","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","910.54","A","","","2"
"2013-06","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","911.74","A","","","2"
"2013-07","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","906.88","A","","","2"
"2013-08","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","906.93","A","","","2"
"2013-09","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","907.88","A","","","2"
"2013-10","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","916.34","A","","","2"
"2013-11","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","922.39","A","","","2"
"2013-12","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","930.78","A","","","2"
"2014-01","Canada","2021A000011124","All employees","Including overtime","Industrial aggregate excluding unclassified businesses [11-91N]","Current dollars","75","units","0","v1558664","1.1.1.2","920.45","A","","","2"
