REF_DATE,GEO,DGUID,North American Industry Classification System (NAICS),Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2018-02-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,438125.0,A,,,0
2018-03-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,500725.0,A,,,0
2018-04-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,543595.0,A,,,0
2018-05-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,545055.0,A,,,0
2018-06-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,536110.0,A,,,0
2018-07-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,531240.0,A,,,0
2018-08-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,522620.0,A,,,0
2018-09-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,596330.0,A,,,0
2018-10-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,601925.0,A,,,0
2018-11-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,548925.0,A,,,0
2018-12-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,474815.0,A,,,0
2019-01-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,486370.0,A,,,0
2019-02-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,477845.0,A,,,0
2019-03-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,537645.0,A,,,0
2019-04-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,594170.0,A,,,0
2019-05-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,585470.0,A,,,0
2019-06-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,555420.0,A,,,0
2019-07-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,542870.0,A,,,0
2019-08-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,558820.0,A,,,0
2019-09-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,586335.0,A,,,0
2019-10-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,567725.0,A,,,0
2019-11-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,509145.0,A,,,0
2019-12-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,433235.0,A,,,0
2020-01-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,517130.0,A,,,0
2020-02-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,504260.0,A,,,0
2020-03-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,521095.0,A,,,0
2020-10-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,617255.0,A,,,0
2020-11-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,554465.0,A,,,0
2020-12-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,476860.0,A,,,0
2021-01-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,494560.0,A,,,0
2021-02-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,536330.0,A,,,0
2021-03-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,630925.0,A,,,0
2021-04-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,693165.0,A,,,0
2021-05-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,705575.0,A,,,0
2021-06-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,796915.0,A,,,0
2021-07-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,829765.0,A,,,0
2021-08-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,919200.0,A,,,0
2021-09-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,988315.0,A,,,0
2021-10-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,963815.0,A,,,0
2021-11-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,894370.0,A,,,0
2021-12-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,877710.0,A,,,0
2022-01-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,852855.0,A,,,0
2022-02-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,833690.0,A,,,0
2022-03-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,977805.0,A,,,0
2022-04-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,1034105.0,A,,,0
2022-05-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,1036755.0,A,,,0
2022-06-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,1020395.0,A,,,0
2022-07-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,999855.0,A,,,0
2022-08-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,974210.0,A,,,0
2022-09-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,987940.0,A,,,0
2022-10-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,933735.0,A,,,0
2022-11-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,854125.0,A,,,0
2022-12-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,752140.0,A,,,0
2023-01-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,788275.0,A,,,0
2023-02-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,747525.0,A,,,0
2023-03-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,790380.0,A,,,0
2023-04-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,840300.0,A,,,0
2023-05-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,812465.0,A,,,0
2023-06-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,779390.0,A,,,0
2023-07-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,742125.0,A,,,0
2023-08-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,741885.0,A,,,0
2023-09-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,693925.0,A,,,0
2023-10-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,671270.0,A,,,0
2023-11-01,Canada,2016A000011124,"Total, all industries",Job vacancies,Number,223,units,0,v1212389466,1.1.1,637030.0,A,,,0
2015-04-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,14773190.0,A,,,0
2015-05-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,14924290.0,A,,,0
2015-06-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15235095.0,A,,,0
2015-07-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15432445.0,A,,,0
2015-08-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15225210.0,A,,,0
2015-09-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15001230.0,A,,,0
2015-10-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15309245.0,A,,,0
2015-11-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15385590.0,A,,,0
2015-12-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15280970.0,A,,,0
2016-01-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15357605.0,A,,,0
2016-02-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,14846350.0,A,,,0
2016-03-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,14835860.0,A,,,0
2016-04-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,14883580.0,A,,,0
2016-05-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15035605.0,A,,,0
2016-06-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15287500.0,A,,,0
2016-07-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15577650.0,A,,,0
2016-08-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15329975.0,A,,,0
2016-09-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15134460.0,A,,,0
2016-10-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15513925.0,A,,,0
2016-11-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15500930.0,A,,,0
2016-12-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15463760.0,A,,,0
2017-01-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15576290.0,A,,,0
2017-02-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15052590.0,A,,,0
2017-03-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15128050.0,A,,,0
2017-04-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15160730.0,A,,,0
2017-05-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15258945.0,A,,,0
2017-06-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15575520.0,A,,,0
2017-07-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15925220.0,A,,,0
2017-08-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15660975.0,A,,,0
2017-09-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15519400.0,A,,,0
2017-10-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15872450.0,A,,,0
2017-11-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15843125.0,A,,,0
2017-12-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15803095.0,A,,,0
2018-01-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15883745.0,A,,,0
2018-02-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15355890.0,A,,,0
2018-03-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15411190.0,A,,,0
2018-04-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15508315.0,A,,,0
2018-05-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15585215.0,A,,,0
2018-06-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15937105.0,A,,,0
2018-07-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,16230820.0,A,,,0
2018-08-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15935485.0,A,,,0
2018-09-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15796060.0,A,,,0
2018-10-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,16146590.0,A,,,0
2018-11-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,16200810.0,A,,,0
2018-12-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,16253155.0,A,,,0
2019-01-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,16255100.0,A,,,0
2019-02-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15797835.0,A,,,0
2019-03-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15843855.0,A,,,0
2019-04-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15897815.0,A,,,0
2019-05-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15985485.0,A,,,0
2019-06-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,16299055.0,A,,,0
2019-07-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,16563430.0,A,,,0
2019-08-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,16361585.0,A,,,0
2019-09-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,16178935.0,A,,,0
2019-10-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,16503725.0,A,,,0
2019-11-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,16532310.0,A,,,0
2019-12-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,16491400.0,A,,,0
2020-01-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,16513065.0,A,,,0
2020-02-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,16039750.0,A,,,0
2020-03-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,16009010.0,A,,,0
2020-10-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15259175.0,A,,,0
2020-11-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15458675.0,A,,,0
2020-12-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15359360.0,A,,,0
2021-01-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15440055.0,A,,,0
2021-02-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,14798590.0,A,,,0
2021-03-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,14869605.0,A,,,0
2021-04-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15152045.0,A,,,0
2021-05-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15394940.0,A,,,0
2021-06-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15383360.0,A,,,0
2021-07-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15856970.0,A,,,0
2021-08-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15926130.0,A,,,0
2021-09-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15793500.0,A,,,0
2021-10-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,16226980.0,A,,,0
2021-11-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,16352665.0,A,,,0
2021-12-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,16347585.0,A,,,0
2022-01-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,16485140.0,A,,,0
2022-02-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,15950480.0,A,,,0
2022-03-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,16071855.0,A,,,0
2022-04-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,16240805.0,A,,,0
2022-05-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,16477295.0,A,,,0
2022-06-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,16677455.0,A,,,0
2022-07-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,17061405.0,A,,,0
2022-08-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,16843335.0,A,,,0
2022-09-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,16601805.0,A,,,0
2022-10-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,17065705.0,A,,,0
2022-11-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,17074970.0,A,,,0
2022-12-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,17065620.0,A,,,0
2023-01-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,17159045.0,A,,,0
2023-02-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,16686395.0,A,,,0
2023-03-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,16750155.0,A,,,0
2023-04-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,16799640.0,A,,,0
2023-05-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,16938185.0,A,,,0
2023-06-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,17200810.0,A,,,0
2023-07-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,17531155.0,A,,,0
2023-08-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,17239080.0,A,,,0
2023-09-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,16990690.0,A,,,0
2023-10-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,17400835.0,A,,,0
2023-11-01,Canada,2016A000011124,"Total, all industries",Payroll employees,Number,223,units,0,v1212389465,1.1.3,17371760.0,A,,,0
2015-04-01,Canada,2016A000011124,"Total, all industries",Job vacancy rate,Percentage,242,units,0,v1212389467,1.1.4,3.2,A,,,1
2015-05-01,Canada,2016A000011124,"Total, all industries",Job vacancy rate,Percentage,242,units,0,v1212389467,1.1.4,2.9,A,,,1
2015-06-01,Canada,2016A000011124,"Total, all industries",Job vacancy rate,Percentage,242,units,0,v1212389467,1.1.4,2.6,A,,,1
2015-07-01,Canada,2016A000011124,"Total, all industries",Job vacancy rate,Percentage,242,units,0,v1212389467,1.1.4,2.4,A,,,1
2015-08-01,Canada,2016A000011124,"Total, all industries",Job vacancy rate,Percentage,242,units,0,v1212389467,1.1.4,2.4,A,,,1
2015-09-01,Canada,2016A000011124,"Total, all industries",Job vacancy rate,Percentage,242,units,0,v1212389467,1.1.4,3.0,A,,,1
2015-10-01,Canada,2016A000011124,"Total, all industries",Job vacancy rate,Percentage,242,units,0,v1212389467,1.1.4,2.4,A,,,1
2015-11-01,Canada,2016A000011124,"Total, all industries",Job vacancy rate,Percentage,242,units,0,v1212389467,1.1.4,2.4,A,,,1
2015-12-01,Canada,2016A000011124,"Total, all industries",Job vacancy rate,Percentage,242,units,0,v1212389467,1.1.4,1.9,A,,,1
2016-01-01,Canada,2016A000011124,"Total, all industries",Job vacancy rate,Percentage,242,units,0,v1212389467,1.1.4,1.9,A,,,1
2016-02-01,Canada,2016A000011124,"Total, all industries",Job vacancy rate,Percentage,242,units,0,v1212389467,1.1.4,1.9,A,,,1
2016-03-01,Canada,2016A000011124,"Total, all industries",Job vacancy rate,Percentage,242,units,0,v1212389467,1.1.4,2.4,A,,,1
2016-04-01,Canada,2016A000011124,"Total, all industries",Job vacancy rate,Percentage,242,units,0,v1212389467,1.1.4,2.5,A,,,1
